"fmun_cod";"fmun";"ano";"regiao";"hom_doloso";"lesao_corp_morte";"latrocinio";"cvli";"hom_por_interv_policial";"letalidade_violenta";"tentat_hom";"lesao_corp_dolosa";"estupro";"hom_culposo";"lesao_corp_culposa";"roubo_transeunte";"roubo_celular";"roubo_em_coletivo";"roubo_rua";"roubo_carga";"roubo_comercio";"roubo_residencia";"roubo_banco";"roubo_cx_eletronico";"roubo_conducao_saque";"roubo_apos_saque";"roubo_bicicleta";"outros_roubos";"total_roubos";"furto_veiculos";"furto_transeunte";"furto_coletivo";"furto_celular";"furto_bicicleta";"outros_furtos";"total_furtos";"sequestro";"extorsao";"sequestro_relampago";"estelionato";"apreensao_drogas";"posse_drogas";"trafico_drogas";"apreensao_drogas_sem_autor";"recuperacao_veiculos";"apf";"aaapai";"cmp";"cmba";"ameaca";"pessoas_desaparecidas";"encontro_cadaver";"encontro_ossada";"pol_militares_mortos_serv";"pol_civis_mortos_serv";"registro_ocorrencias";"fase"
3300100;"Angra dos Reis";2014;"Interior";"40,55";"0";"0,54";"41,09";"1,08";"42,18";"44,34";"466,1";"49,75";"16,76";"226,02";"78,4";"12,98";"18,93";"110,31";"5,41";"32,98";"3,79";"0";"0";"0";"0,54";"0";"27,58";"201,69";"283,18";"41,64";"17,3";"55,15";"0";"492,05";"690,49";"0";"3,24";"0";"105,98";"240,08";"104,9";"109,22";"27,04";"170,3";"233,59";"44,88";"87,6";"2,16";"510,44";"49,75";"4,33";"0";"0";"0";"3256,19";3
3300100;"Angra dos Reis";2015;"Interior";"48,86";"0";"0";"48,86";"6,9";"55,77";"87,11";"458,37";"44,08";"14,87";"128,53";"60,02";"14,34";"15,93";"90,29";"8,5";"42,49";"6,9";"0";"0";"0,53";"0,53";"0";"28,68";"192,8";"281,18";"45,15";"6,37";"58,96";"1,59";"395,7";"599,12";"0";"6,9";"0";"106,76";"240,6";"90,82";"131,72";"22,31";"154,55";"252,29";"40,9";"77,55";"3,19";"477,49";"39,3";"1,59";"0";"0";"0";"3037,56";3
3300100;"Angra dos Reis";2016;"Interior";"44,39";"0,52";"0,52";"45,43";"3,66";"49,09";"79,37";"387,46";"29,24";"9,92";"110,18";"118,54";"27,15";"34,46";"180,15";"6,79";"53,78";"5,22";"0";"0,52";"0";"0";"0";"44,91";"339,94";"306,43";"31,85";"6,27";"34,46";"4,7";"344,64";"516,44";"0";"3,66";"0";"94,51";"182,24";"43,86";"119,58";"20,89";"252,98";"246,47";"42,82";"65,27";"7,31";"341,51";"40,21";"4,7";"0";"0";"0";"2858,43";3
3300100;"Angra dos Reis";2017;"Interior";"44,7";"0";"0";"44,7";"13,36";"58,06";"83,75";"280,55";"30,83";"18,5";"89,92";"110,99";"29,8";"73,48";"214,26";"5,65";"27,23";"5,65";"0";"0";"0";"1,54";"0";"28,77";"344,26";"201,79";"20,55";"6,68";"22,09";"1,54";"241,5";"355,05";"0";"3,08";"1,03";"82,21";"215,29";"55,49";"133,59";"28,26";"238";"199,88";"33,91";"101,22";"2,57";"230,71";"27,75";"3,08";"0,51";"0";"0";"2321,97";3
3300100;"Angra dos Reis";2018;"Interior";"65,87";"0";"0,5";"66,36";"25,45";"91,81";"104,79";"264,96";"36,43";"9,48";"79,84";"119,76";"42,91";"8,48";"171,15";"17,46";"17,96";"6,49";"0";"0";"0";"0";"0";"46,41";"363,26";"171,28";"23,95";"5,49";"20,96";"0,5";"253,98";"356,77";"0";"3,49";"0";"66,36";"184,62";"33,93";"139,72";"13,47";"310,65";"244";"47,9";"84,33";"6,49";"221,05";"25,95";"5,99";"0,5";"2,22";"0";"2292,83";3
3300100;"Angra dos Reis";2019;"Interior";"43,67";"0";"0,98";"44,65";"24,54";"69,19";"92,25";"294,43";"28,46";"12,76";"85,38";"76,06";"36,8";"4,91";"117,77";"28,95";"21,59";"4,42";"0,49";"0,49";"0";"0,98";"0,49";"31,9";"292,47";"132,78";"25,52";"4,91";"22,08";"1,47";"199,23";"292,96";"0";"3,43";"0,49";"79,5";"162,92";"49,56";"101,09";"13,25";"149,18";"195,3";"47,11";"78,51";"8,34";"242,9";"16,68";"2,45";"0,49";"0";"0";"2189,56";3
3300100;"Angra dos Reis";2020;"Interior";"32,36";"0";"0,48";"32,84";"19,32";"52,16";"54,09";"285,93";"30,91";"11,11";"80,18";"42,99";"15,94";"1,93";"60,86";"11,59";"9,66";"2,41";"0,48";"0";"0,97";"0,97";"0,48";"13,04";"117,37";"68,4";"11,59";"1,45";"14,97";"2,41";"170,01";"221,21";"0";"6,28";"0";"135,24";"188,37";"42,02";"132,82";"18,84";"62,04";"197,54";"30,43";"43,47";"1,45";"225,56";"17,39";"0,97";"0";"0";"0";"1872,07";3
3300159;"Aperibé";2014;"Interior";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";3
3300159;"Aperibé";2015;"Interior";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";3
3300159;"Aperibé";2016;"Interior";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";3
3300159;"Aperibé";2017;"Interior";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";3
3300159;"Aperibé";2018;"Interior";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";3
3300159;"Aperibé";2019;"Interior";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";3
3300159;"Aperibé";2020;"Interior";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";3
3300209;"Araruama";2014;"Interior";"33,9";"0,83";"0,83";"35,55";"0,83";"36,38";"32,25";"526,67";"36,38";"24,8";"434,07";"124,85";"10,75";"5,79";"141,38";"7,44";"28,11";"14,88";"0";"0,83";"0,83";"1,65";"0";"47,13";"281,11";"322,98";"58,7";"9,09";"76,07";"0";"795,38";"1079,8";"0";"7,44";"0";"190,99";"144,69";"71,1";"64,49";"19,84";"182,89";"234,81";"48,78";"80,2";"0";"557,26";"32,25";"2,48";"0";"0";"0";"4253,07";3
3300209;"Araruama";2015;"Interior";"46,39";"0";"0";"46,39";"0,81";"47,21";"38,25";"498,92";"35";"26,04";"386,6";"105,81";"27,67";"7,33";"140,8";"5,7";"25,23";"6,51";"0";"0";"0";"2,44";"0";"41,51";"267,77";"311,57";"68,37";"13,84";"65,11";"10,58";"745,53";"1048,31";"0";"2,44";"0";"213,24";"195,34";"85,46";"83,83";"35,81";"169,29";"206,73";"31,74";"56,16";"4,07";"501,36";"25,23";"4,88";"0";"0";"0";"3972,65";3
3300209;"Araruama";2016;"Interior";"61,63";"0";"3,2";"64,83";"0,8";"65,63";"44,82";"449,02";"42,42";"12,81";"317,75";"221,71";"56,83";"1,6";"280,13";"6,4";"33,62";"25,61";"0";"0";"0";"0,8";"1,6";"43,22";"452,22";"221,8";"64,83";"12,01";"88,04";"16,81";"662,72";"954,06";"0";"3,2";"0";"156,07";"232,11";"100,05";"103,25";"39,22";"199,62";"245,72";"34,42";"102,45";"2,4";"517,05";"36,02";"3,2";"0";"0";"0";"4069,95";3
3300209;"Araruama";2017;"Interior";"56,81";"0";"0,79";"57,6";"2,37";"59,96";"47,34";"401,6";"34,72";"29,98";"239,86";"214,61";"84,42";"12,62";"311,66";"10,26";"48,92";"13,41";"0";"0";"0";"0";"0";"90,74";"548,36";"167,33";"48,92";"5,52";"67,07";"10,26";"597,28";"810,31";"0";"6,31";"0";"138,86";"312,45";"112,04";"147,54";"63,12";"173,95";"237,49";"54,44";"142,81";"7,89";"348,74";"24,46";"2,37";"1,58";"0";"0";"3847,19";3
3300209;"Araruama";2018;"Interior";"49,07";"0";"1,53";"50,6";"4,6";"55,2";"63,63";"393,29";"34,5";"19,17";"259,12";"167,89";"57,5";"4,6";"229,99";"14,57";"29,13";"15,33";"0";"0,77";"0";"0";"0,77";"62,1";"420,89";"189,07";"69,76";"11,5";"87,4";"16,1";"636,31";"913,84";"0";"5,37";"0";"176,33";"441,59";"209,29";"147,96";"88,93";"205,09";"259,89";"34,5";"78,2";"6,13";"394,82";"14,57";"1,53";"0";"0";"0";"4221,13";3
3300209;"Araruama";2019;"Interior";"27,19";"0";"0,76";"27,95";"11,33";"39,27";"66,47";"423,72";"41,54";"18,13";"297,58";"166,92";"90,63";"4,53";"262,08";"11,33";"15,11";"10,57";"0";"0";"0";"1,51";"0";"47,58";"391,99";"185,26";"67,22";"9,82";"126,89";"8,31";"659,37";"962,99";"0";"12,08";"0";"234,14";"236,4";"71";"143,5";"27,19";"113,3";"217,52";"61,93";"98,94";"3,78";"530,21";"27,95";"0,76";"0,76";"0";"0";"4392,75";3
3300209;"Araruama";2020;"Interior";"31,27";"0";"0";"31,27";"4,47";"35,74";"23,08";"338,81";"27,55";"16,38";"211,48";"72,23";"36,49";"3,72";"112,44";"4,47";"20,85";"11,17";"0";"0";"0";"0";"0";"31,27";"221,9";"195,24";"38,72";"5,96";"70,74";"6,7";"493,7";"714,85";"0";"8,94";"0";"228,6";"198,07";"32,02";"145,2";"23,83";"93,95";"198,07";"42,44";"81,91";"2,23";"367,11";"19,36";"0";"0";"0";"0";"3325,56";3
3300225;"Areal";2014;"Interior";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";3
3300225;"Areal";2015;"Interior";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";3
3300225;"Areal";2016;"Interior";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";3
3300225;"Areal";2017;"Interior";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";3
3300225;"Areal";2018;"Interior";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";3
3300225;"Areal";2019;"Interior";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";3
3300225;"Areal";2020;"Interior";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";3
3300233;"Armação dos Búzios";2014;"Interior";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";3
3300233;"Armação dos Búzios";2015;"Interior";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";3
3300233;"Armação dos Búzios";2016;"Interior";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";3
3300233;"Armação dos Búzios";2017;"Interior";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";3
3300233;"Armação dos Búzios";2018;"Interior";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";3
3300233;"Armação dos Búzios";2019;"Interior";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";3
3300233;"Armação dos Búzios";2020;"Interior";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";3
3300258;"Arraial do Cabo";2014;"Interior";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";3
3300258;"Arraial do Cabo";2015;"Interior";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";3
3300258;"Arraial do Cabo";2016;"Interior";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";3
3300258;"Arraial do Cabo";2017;"Interior";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";3
3300258;"Arraial do Cabo";2018;"Interior";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";3
3300258;"Arraial do Cabo";2019;"Interior";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";3
3300258;"Arraial do Cabo";2020;"Interior";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";3
3300308;"Barra do Piraí";2014;"Interior";"20,71";"0";"0";"20,71";"1,04";"21,75";"18,64";"623,39";"44,53";"16,57";"142,9";"13,46";"5,18";"9,32";"27,96";"2,07";"3,11";"0";"0";"0";"0";"0";"0";"11,39";"46,6";"134,56";"18,64";"6,21";"43,49";"0";"294,09";"409,04";"0";"6,21";"0";"74,56";"233";"136,69";"98,38";"8,28";"68,85";"239,21";"40,39";"189,5";"5,18";"696,92";"25,89";"3,11";"1,04";"0";"0";"3162,54";3
3300308;"Barra do Piraí";2015;"Interior";"14,45";"0";"1,03";"15,49";"0";"15,49";"14,45";"556,44";"27,87";"12,39";"153,82";"9,29";"5,16";"1,03";"15,49";"2,06";"4,13";"2,06";"0";"0";"0";"0";"0";"11,36";"36,13";"83,26";"19,61";"1,03";"44,39";"8,26";"279,77";"381,97";"0";"6,19";"0";"88,78";"271,51";"150,73";"102,2";"22,71";"47,58";"172,4";"35,1";"80,52";"3,1";"632,84";"21,68";"7,23";"0";"0";"0";"2883,39";3
3300308;"Barra do Piraí";2016;"Interior";"20,59";"0";"0";"20,59";"1,03";"21,62";"35";"557,89";"23,67";"14,41";"125,58";"17,5";"6,18";"1,03";"24,7";"4,12";"4,12";"4,12";"0";"0";"0";"0";"1,03";"14,41";"58,67";"100,58";"18,53";"5,15";"30,88";"11,32";"275,86";"377,76";"0";"3,09";"0";"99,84";"305,71";"114,25";"169,84";"28,82";"91,96";"254,24";"41,17";"115,28";"8,23";"481,72";"17,5";"3,09";"0";"0";"0";"2673,13";3
3300308;"Barra do Piraí";2017;"Interior";"35,91";"0";"0";"35,91";"0";"35,91";"40,02";"477,12";"31,81";"22,57";"132,36";"16,42";"18,47";"1,03";"35,91";"2,05";"4,1";"3,08";"0";"0";"0";"1,03";"0";"11,29";"63,62";"47,68";"20,52";"2,05";"56,43";"18,47";"227,79";"342,7";"0";"2,05";"0";"64,64";"332,44";"109,79";"190,85";"37,96";"61,7";"294,48";"43,09";"132,36";"7,18";"344,76";"23,6";"5,13";"0";"0";"0";"2470,76";3
3300308;"Barra do Piraí";2018;"Interior";"20,01";"0";"0";"20,01";"0";"20,01";"55,02";"469,15";"38,01";"22,01";"103,03";"12";"5";"2";"19,01";"5";"9";"7";"0";"0";"0";"0";"0";"16";"65,02";"52,08";"20,01";"4";"50,02";"10";"255,08";"357,11";"0";"3";"0";"87,03";"429,13";"159,05";"214,07";"64,02";"74,01";"324,1";"49,02";"148,05";"16";"496,15";"26,01";"5";"0";"2,22";"0";"2879,89";3
3300308;"Barra do Piraí";2019;"Interior";"14,94";"0";"0";"14,94";"0";"14,94";"39,85";"507,1";"62,77";"22,91";"133,5";"18,93";"12,95";"9,96";"41,84";"1,99";"5,98";"5,98";"0";"0";"0";"0";"0";"10,96";"68,74";"42,57";"33,87";"2,99";"53,8";"11,96";"232,13";"350,69";"0";"2,99";"0";"136,49";"454,3";"170,36";"245,08";"46,82";"85,14";"335,74";"81,69";"147,45";"14,94";"551,94";"43,84";"3,99";"0";"0";"0";"3311,61";3
3300308;"Barra do Piraí";2020;"Interior";"30,76";"0";"0";"30,76";"2,98";"33,74";"42,67";"305,66";"26,8";"15,88";"60,54";"17,86";"5,95";"1,98";"25,8";"1,98";"2,98";"1,98";"0";"0";"0";"0";"0";"3,97";"42,67";"46,11";"16,87";"3,97";"34,73";"8,93";"151,84";"234,21";"0";"0,99";"0";"97,26";"518,04";"232,23";"193,52";"97,26";"33,3";"240,17";"36,72";"64,51";"8,93";"301,7";"15,88";"1,98";"0";"0";"0";"2311,34";3
3300407;"Barra Mansa";2014;"Interior";"22,82";"0,56";"0";"23,37";"0,56";"23,93";"43,41";"378,97";"21,7";"3,34";"86,81";"23,37";"3,9";"9,46";"36,73";"2,23";"36,73";"2,23";"0";"0";"0";"2,78";"0";"26,71";"113,52";"265,04";"46,75";"8,9";"65,67";"0";"422,38";"642,75";"0";"4,45";"0";"72,34";"162,5";"52,87";"104,62";"8,9";"179,69";"271,57";"18,36";"127,44";"1,67";"421,82";"12,24";"5,56";"0,56";"0";"0";"2766,32";3
3300407;"Barra Mansa";2015;"Interior";"18,34";"0";"0";"18,34";"0";"18,34";"31,13";"434,09";"19,45";"10,56";"98,38";"21,68";"8,34";"5";"35,02";"2,78";"46,69";"4,45";"0";"0";"0";"2,22";"0,56";"40,02";"145,07";"147,74";"33,9";"13,34";"78,93";"1,67";"419,09";"603,62";"0";"5";"1,11";"92,27";"191,76";"63,92";"117,28";"14,45";"134,96";"213,99";"47,8";"156,18";"2,78";"457,44";"15,56";"0,56";"0";"0";"0";"2906,93";3
3300407;"Barra Mansa";2016;"Interior";"18,88";"0";"0";"18,88";"0";"18,88";"44,97";"398,61";"12,21";"5,55";"72,73";"81,05";"20,54";"16,1";"117,7";"11,1";"34,42";"1,67";"0";"0";"0";"1,67";"0";"24,43";"204,3";"202,8";"65,51";"7,77";"71,06";"3,89";"412,49";"641,77";"0";"6,11";"0";"91,6";"166,55";"38,31";"115,47";"18,88";"169,69";"255,93";"48,3";"118,25";"3,89";"409,16";"9,99";"1,11";"0,56";"0";"0";"2728,65";3
3300407;"Barra Mansa";2017;"Interior";"25,08";"0";"1,67";"26,75";"0";"26,75";"62,97";"294,79";"27,31";"12,26";"61,86";"65,76";"11,15";"7,24";"84,15";"2,23";"17,83";"2,79";"0";"0";"0";"1,11";"0";"18,39";"146,56";"126,37";"67,43";"3,9";"45,14";"3,9";"254,11";"426,86";"0";"3,9";"0";"88,6";"207,3";"39,01";"158,82";"17,27";"150,83";"246,86";"49,6";"120,37";"2,23";"269,71";"20,06";"3,34";"0";"0";"0";"2279,17";3
3300407;"Barra Mansa";2018;"Interior";"20,65";"0";"0";"20,65";"2,17";"22,83";"59,79";"268,51";"22,83";"5,98";"62,51";"46,75";"8,7";"3,8";"59,25";"5,44";"21,74";"4,35";"0";"0";"0";"1,09";"0";"21,2";"126,65";"127,92";"47,83";"4,35";"40,77";"4,89";"310,91";"460,93";"0";"4,35";"0,54";"108,71";"211,44";"39,14";"157,09";"20,11";"139,91";"296,78";"45,11";"123,93";"5,44";"268,51";"17,39";"2,72";"0";"0";"0";"2562,29";3
3300407;"Barra Mansa";2019;"Interior";"21,69";"0,54";"0";"22,23";"2,71";"24,94";"73,21";"293,36";"22,23";"9,76";"52,06";"49,89";"13,01";"4,88";"67,78";"8,13";"26,57";"4,34";"0";"0";"0";"0";"0";"17,89";"144,78";"91,74";"34,16";"4,34";"47,72";"3,8";"276,55";"405,07";"0";"5,96";"0";"74,29";"213,11";"41,21";"170,27";"8,68";"147,29";"336,2";"67,78";"161,59";"7,59";"321,02";"15,73";"1,63";"0";"0";"0";"2712,4";3
3300407;"Barra Mansa";2020;"Interior";"22,72";"0";"0";"22,72";"5,41";"28,13";"76,29";"232,64";"20,56";"9,74";"22,72";"35,17";"9,2";"1,62";"45,99";"4,33";"12,98";"0,54";"0";"0";"0";"0";"0";"12,44";"88,19";"121,38";"17,85";"3,25";"22,72";"4,87";"168,26";"269,97";"0";"3,79";"0";"96,3";"184,49";"18,39";"166,1";"5,41";"159,78";"286,2";"55,18";"91,43";"3,25";"278,63";"9,2";"1,08";"0";"0";"0";"2185,76";3
3300456;"Belford Roxo";2014;"Baixada Fluminense";"48,4";"0";"0,63";"49,02";"13,35";"62,37";"34,84";"429,09";"34,84";"3,34";"119,32";"453,71";"21,49";"22,53";"497,72";"44,43";"25,45";"2,29";"0";"0,21";"0,42";"8,14";"0";"41,93";"826,06";"337,14";"59,87";"13,35";"17,73";"0";"192,96";"341,06";"0";"5,01";"0,42";"67,59";"47,77";"2,5";"42,14";"3,96";"1035,85";"142,47";"38,59";"96,37";"1,88";"366,09";"30,87";"3,34";"0,21";"0";"0";"2936,05";3
3300456;"Belford Roxo";2015;"Baixada Fluminense";"35,96";"0,21";"0,42";"36,58";"9,77";"46,35";"39,91";"329,23";"28,68";"3,12";"108,08";"271,45";"53,21";"36,37";"361,03";"35,96";"17,46";"4,57";"0";"0";"0";"13,72";"0,21";"63,6";"648,89";"348,51";"71,91";"18,71";"28,27";"1,04";"173,97";"359,36";"0";"5,4";"0,21";"60,48";"82,1";"4,57";"72,75";"5,2";"965,62";"124,29";"44,48";"99,97";"1,25";"282,25";"29,51";"1,04";"0,21";"0";"0";"2638,8";3
3300456;"Belford Roxo";2016;"Baixada Fluminense";"41,89";"0";"0,61";"42,5";"10,73";"53,22";"21,86";"329,87";"22,26";"1,82";"80,14";"475,17";"67,39";"54,24";"596,79";"69,41";"23,88";"2,63";"0";"0,2";"0,4";"5,46";"0";"76,29";"1029,26";"326,86";"51,4";"10,52";"25,7";"2,02";"157,04";"310,64";"0";"4,65";"0,81";"63,54";"75,08";"3,04";"69,01";"4,45";"1038,33";"144,9";"62,94";"94,31";"2,43";"249,52";"28,33";"1,42";"0,2";"6,51";"0";"2850,6";3
3300456;"Belford Roxo";2017;"Baixada Fluminense";"52,04";"0,4";"1,61";"54,06";"6,25";"60,31";"16,74";"264,43";"25,01";"4,24";"61,72";"413,08";"98,03";"40,74";"551,85";"98,23";"14,72";"3,43";"0";"0";"0,2";"2,42";"0";"107,31";"1181,16";"373,28";"27,23";"6,86";"10,89";"1,01";"120,21";"243,25";"0";"3,83";"1,41";"48";"49,42";"0,81";"46,59";"2,42";"1236,12";"129,09";"38,93";"114,97";"3,63";"209,97";"27,83";"1,21";"0";"2,15";"0";"2802,03";3
